,0
0,0.3076470792293548
1,0.2736178338527679
2,0.2421998232603073
3,0.2117080837488174
4,0.1806781738996505
5,0.148517370223999
6,0.1166782900691032
7,0.0910966545343399
8,0.0870678350329399
9,0.107319451868534
10,0.1050632297992706
11,0.0908115208148956
12,0.0818313211202621
13,0.0802865996956825
14,0.0823829919099807
15,0.0848459526896476
16,0.0861426368355751
17,0.0859515145421028
18,0.0845496132969856
19,0.0824560597538948
20,0.0802400708198547
21,0.0784593597054481
22,0.0775328129529953
23,0.0776246935129165
24,0.0784891322255134
25,0.0794883444905281
26,0.0799399241805076
27,0.079584777355194
28,0.0786875188350677
29,0.0777314305305481
30,0.0770827233791351
31,0.0768550932407379
32,0.0769629478454589
33,0.0772343277931213
34,0.0775010660290718
35,0.0776505321264267
36,0.0776377320289611
37,0.0774783045053482
38,0.077227845788002
39,0.0769611597061157
40,0.0767488628625869
41,0.0766323506832122
42,0.0766192004084587
43,0.0766819044947624
44,0.0767712220549583
45,0.0768368616700172
46,0.076845109462738
47,0.0767922475934028
48,0.0767062082886695
49,0.0766262859106063
50,0.0765669718384742
51,0.0765395835041999
52,0.0765417888760566
53,0.0765602961182594
54,0.0765792876482009
55,0.0765867605805397
56,0.0765779465436935
57,0.0765594989061355
58,0.0765375792980194
59,0.0765150263905525
60,0.0764969736337661
61,0.0764855965971946
62,0.0764806941151619
63,0.0764800757169723
64,0.0764812156558036
65,0.0764807313680648
66,0.0764801725745201
67,0.0764786079525947
68,0.0764732584357261
69,0.0764658749103546
70,0.0764585584402084
71,0.0764522328972816
72,0.0764477178454399
73,0.0764470398426055
74,0.0764500200748443
75,0.0764520838856697
76,0.076452150940895
77,0.0764497816562652
78,0.0764447152614593
79,0.076440118253231
80,0.0764372125267982
81,0.0764364451169967
82,0.0764371380209922
83,0.0764370635151863
84,0.0764370188117027
85,0.0764365866780281
86,0.0764355733990669
87,0.0764346122741699
88,0.0764327049255371
89,0.0764309391379356
90,0.0764296874403953
91,0.0764293894171714
92,0.0764296725392341
93,0.076429583132267
94,0.0764290913939476
95,0.0764282792806625
96,0.0764275342226028
97,0.0764266774058342
98,0.0764258354902267
99,0.076425164937973
100,0.0764249488711357
101,0.0764248967170715
102,0.0764245390892028
103,0.0764239430427551
104,0.0764233991503715
105,0.0764230862259864
106,0.0764226913452148
107,0.076422169804573
108,0.0764217972755432
109,0.076421670615673
110,0.0764214396476745
111,0.0764209926128387
112,0.0764205753803253
113,0.0764202997088432
114,0.0764199942350387
115,0.0764196068048477
116,0.0764193311333656
117,0.0764191523194313
118,0.0764188766479492
119,0.0764185339212417
120,0.0764182731509208
121,0.0764180123805999
122,0.0764177441596984
123,0.0764174833893776
124,0.0764172673225402
125,0.0764170363545417
126,0.0764167830348014
127,0.0764165446162223
128,0.0764163061976432
129,0.0764160901308059
130,0.0764158964157104
131,0.0764157325029373
132,0.0764155536890029
133,0.0764153450727462
134,0.0764151439070701
135,0.076414942741394
136,0.0764147490262985
137,0.0764146074652671
138,0.076414480805397
139,0.0764143764972686
140,0.0764142125844955
141,0.076414056122303
142,0.0764138624072074
143,0.0764137357473373
144,0.076413556933403
145,0.0764134302735328
146,0.0764132440090179
147,0.0764131844043731
148,0.0764130651950836
149,0.076413057744503
150,0.0764129981398582
151,0.0764128789305687
152,0.0764126032590866
153,0.0764124393463134
154,0.0764122605323791
155,0.0764121785759925
156,0.0764120891690254
157,0.076412096619606
158,0.0764120519161224
159,0.076411984860897
160,0.076411947607994
161,0.0764118134975433
162,0.0764117166399955
163,0.0764115080237388
164,0.0764113068580627
165,0.0764110684394836
166,0.0764109417796135
167,0.0764109417796135
168,0.0764111205935478
169,0.0764113143086433
170,0.0764112398028373
171,0.0764108672738075
172,0.0764104500412941
173,0.0764101818203926
174,0.076410099864006
175,0.0764102041721344
176,0.0764105394482612
177,0.0764106661081314
178,0.0764106512069702
179,0.076410137116909
180,0.0764097496867179
181,0.0764095783233642
182,0.0764095261693
183,0.0764097720384597
184,0.0764103159308433
185,0.0764099285006523
186,0.0764097198843956
187,0.0764092355966568
188,0.076409213244915
189,0.0764093101024627
190,0.0764098763465881
191,0.0764095410704612
192,0.0764093622565269
193,0.0764087364077568
194,0.0764085352420806
